"","vpscenID","choice","note1","note2","note3","anzahl1","anzahl2","anzahl3","photoID","geschlecht","sex","internetnutzung"
"66","Agng05 33",0,0,1,0,0,1,0,0,0,1,30
"67","Agng05 34",1,0,1,0,0,0,1,1,0,1,30
"68","Agng05 34",0,0,0,1,0,0,1,0,0,1,30
"69","Agng05 35",1,1,0,0,0,0,1,1,0,1,30
"70","Agng05 35",0,0,0,1,0,0,1,0,0,1,30
"71","Agng05 36",1,1,0,0,0,0,1,1,0,1,30
"72","Agng05 36",0,0,1,0,0,0,1,0,0,1,30
"73","ando29 1",1,0,1,0,0,1,0,0,1,0,21
"74","ando29 1",0,0,0,1,0,0,1,0,1,0,21
"75","ando29 2",1,0,1,0,1,0,0,0,1,1,21
"76","ando29 2",0,0,0,1,0,0,1,0,1,0,21
"77","ando29 3",1,1,0,0,0,1,0,0,1,0,21
"78","ando29 3",0,0,0,1,0,0,1,0,1,0,21
"79","ando29 4",1,1,0,0,1,0,0,0,1,0,21
"80","ando29 4",0,0,0,1,0,0,1,0,1,0,21
"81","ando29 5",1,0,1,0,1,0,0,0,1,0,21
"82","ando29 5",0,0,0,1,0,1,0,0,1,1,21
"83","ando29 6",1,1,0,0,1,0,0,0,1,0,21
"84","ando29 6",0,0,0,1,0,1,0,0,1,1,21
"85","ando29 7",1,1,0,0,0,1,0,0,1,1,21
"86","ando29 7",0,0,1,0,0,0,1,0,1,0,21
"87","ando29 8",1,1,0,0,1,0,0,0,1,1,21
"88","ando29 8",0,0,1,0,0,0,1,0,1,0,21
"89","ando29 9",1,1,0,0,1,0,0,0,1,0,21
"90","ando29 9",0,0,1,0,0,1,0,0,1,0,21
"91","ando29 10",1,0,1,0,0,1,0,1,1,0,21
"92","ando29 10",0,0,0,1,0,0,1,1,1,0,21
"93","ando29 11",1,0,1,0,1,0,0,1,1,1,21
"94","ando29 11",0,0,0,1,0,0,1,1,1,0,21
"95","ando29 12",1,1,0,0,0,1,0,1,1,1,21
"96","ando29 12",0,0,0,1,0,0,1,1,1,1,21
"97","ando29 13",1,1,0,0,1,0,0,1,1,1,21
"98","ando29 13",0,0,0,1,0,0,1,1,1,0,21
"99","ando29 14",1,0,1,0,1,0,0,1,1,1,21
"100","ando29 14",0,0,0,1,0,1,0,1,1,1,21
"101","ando29 15",1,1,0,0,1,0,0,1,1,1,21
"102","ando29 15",0,0,0,1,0,1,0,1,1,0,21
"103","ando29 16",1,1,0,0,0,1,0,1,1,1,21
"104","ando29 16",0,0,1,0,0,0,1,1,1,1,21
"105","ando29 17",1,1,0,0,1,0,0,1,1,1,21
"106","ando29 17",0,0,1,0,0,0,1,1,1,0,21
"107","ando29 18",1,1,0,0,1,0,0,1,1,0,21
"108","ando29 18",0,0,1,0,0,1,0,1,1,1,21
"109","ando29 19",1,1,0,0,0,0,1,0,1,1,21
"110","ando29 19",0,1,0,0,0,1,0,1,1,1,21
"111","ando29 20",1,1,0,0,0,0,1,0,1,0,21
"112","ando29 20",0,1,0,0,1,0,0,1,1,0,21
"113","ando29 21",1,1,0,0,0,1,0,0,1,0,21
"114","ando29 21",0,1,0,0,1,0,0,1,1,1,21
"115","ando29 22",1,0,1,0,0,0,1,0,1,1,21
"116","ando29 22",0,0,1,0,0,1,0,1,1,1,21
"117","ando29 23",1,0,1,0,0,0,1,0,1,1,21
"118","ando29 23",0,0,1,0,1,0,0,1,1,1,21
"119","ando29 24",1,0,1,0,0,1,0,0,1,1,21
"120","ando29 24",0,0,1,0,1,0,0,1,1,0,21
"121","ando29 25",1,0,0,1,0,1,0,1,1,1,21
"122","ando29 25",0,0,0,1,0,0,1,0,1,1,21
"123","ando29 26",1,0,0,1,0,0,1,0,1,1,21
"124","ando29 26",0,0,0,1,1,0,0,1,1,1,21
"125","ando29 27",1,0,0,1,0,1,0,0,1,0,21
"126","ando29 27",0,0,0,1,1,0,0,1,1,0,21
"127","ando29 28",1,0,1,0,1,0,0,1,1,1,21
"128","ando29 28",0,0,0,1,1,0,0,0,1,0,21
"129","ando29 29",1,1,0,0,1,0,0,1,1,1,21
"130","ando29 29",0,0,0,1,1,0,0,0,1,1,21
"131","ando29 30",1,1,0,0,1,0,0,1,1,1,21
"132","ando29 30",0,0,1,0,1,0,0,0,1,1,21
"133","ando29 31",1,0,1,0,0,1,0,1,1,0,21
"134","ando29 31",0,0,0,1,0,1,0,0,1,1,21
"135","ando29 32",1,1,0,0,0,1,0,1,1,1,21
"136","ando29 32",0,0,0,1,0,1,0,0,1,1,21
"137","ando29 33",1,1,0,0,0,1,0,1,1,0,21
"138","ando29 33",0,0,1,0,0,1,0,0,1,0,21
"139","ando29 34",1,0,1,0,0,0,1,1,1,1,21
"140","ando29 34",0,0,0,1,0,0,1,0,1,0,21
"141","ando29 35",1,1,0,0,0,0,1,1,1,1,21
"142","ando29 35",0,0,0,1,0,0,1,0,1,0,21
"143","ando29 36",1,1,0,0,0,0,1,1,1,1,21
"144","ando29 36",0,0,1,0,0,0,1,0,1,0,21
"145","Anen27 1",1,0,1,0,0,1,0,0,0,0,20
"146","Anen27 1",0,0,0,1,0,0,1,0,0,0,20
"147","Anen27 2",1,0,0,1,0,0,1,0,0,1,20
"148","Anen27 2",0,0,1,0,1,0,0,0,0,1,20
"149","Anen27 3",1,1,0,0,0,1,0,0,0,0,20
"150","Anen27 3",0,0,0,1,0,0,1,0,0,0,20
"151","Anen27 4",1,1,0,0,1,0,0,0,0,0,20
"152","Anen27 4",0,0,0,1,0,0,1,0,0,0,20
"153","Anen27 5",1,0,1,0,1,0,0,0,0,1,20
"154","Anen27 5",0,0,0,1,0,1,0,0,0,1,20
"155","Anen27 6",1,1,0,0,1,0,0,0,0,0,20
"156","Anen27 6",0,0,0,1,0,1,0,0,0,0,20
"157","Anen27 7",1,1,0,0,0,1,0,0,0,0,20
"158","Anen27 7",0,0,1,0,0,0,1,0,0,1,20
"159","Anen27 8",1,0,1,0,0,0,1,0,0,1,20
"160","Anen27 8",0,1,0,0,1,0,0,0,0,0,20
"161","Anen27 9",1,0,1,0,0,1,0,0,0,0,20
"162","Anen27 9",0,1,0,0,1,0,0,0,0,1,20
"163","Anen27 10",1,0,0,1,0,0,1,1,0,0,20
"164","Anen27 10",0,0,1,0,0,1,0,1,0,0,20
"165","Anen27 11",1,0,0,1,0,0,1,1,0,0,20
"166","Anen27 11",0,0,1,0,1,0,0,1,0,1,20
"167","Anen27 12",1,1,0,0,0,1,0,1,0,0,20
"168","Anen27 12",0,0,0,1,0,0,1,1,0,1,20
"169","Anen27 13",1,0,0,1,0,0,1,1,0,0,20
"170","Anen27 13",0,1,0,0,1,0,0,1,0,1,20
"171","Anen27 14",1,0,0,1,0,1,0,1,0,0,20
"172","Anen27 14",0,0,1,0,1,0,0,1,0,1,20
"173","Anen27 15",1,1,0,0,1,0,0,1,0,0,20
"174","Anen27 15",0,0,0,1,0,1,0,1,0,0,20
"175","Anen27 16",1,0,1,0,0,0,1,1,0,1,20
"176","Anen27 16",0,1,0,0,0,1,0,1,0,0,20
"177","Anen27 17",1,0,1,0,0,0,1,1,0,0,20
"178","Anen27 17",0,1,0,0,1,0,0,1,0,1,20
"179","Anen27 18",1,1,0,0,1,0,0,1,0,0,20
"180","Anen27 18",0,0,1,0,0,1,0,1,0,0,20
"181","Anen27 19",1,1,0,0,0,1,0,1,0,1,20
"182","Anen27 19",0,1,0,0,0,0,1,0,0,1,20
"183","Anen27 20",1,1,0,0,0,0,1,0,0,0,20
"184","Anen27 20",0,1,0,0,1,0,0,1,0,0,20
"185","Anen27 21",1,1,0,0,0,1,0,0,0,0,20
"186","Anen27 21",0,1,0,0,1,0,0,1,0,0,20
"187","Anen27 22",1,0,1,0,0,0,1,0,0,0,20
"188","Anen27 22",0,0,1,0,0,1,0,1,0,1,20
"189","Anen27 23",1,0,1,0,1,0,0,1,0,0,20
"190","Anen27 23",0,0,1,0,0,0,1,0,0,1,20
"191","Anen27 24",1,0,1,0,0,1,0,0,0,1,20
"192","Anen27 24",0,0,1,0,1,0,0,1,0,0,20
"193","Anen27 25",1,0,0,1,0,1,0,1,0,1,20
"194","Anen27 25",0,0,0,1,0,0,1,0,0,0,20
"195","Anen27 26",1,0,0,1,0,0,1,0,0,0,20
"196","Anen27 26",0,0,0,1,1,0,0,1,0,0,20
"197","Anen27 27",1,0,0,1,0,1,0,0,0,0,20
"198","Anen27 27",0,0,0,1,1,0,0,1,0,0,20
"199","Anen27 28",1,0,1,0,1,0,0,1,0,1,20
"200","Anen27 28",0,0,0,1,1,0,0,0,0,1,20
"201","Anen27 29",1,1,0,0,1,0,0,1,0,0,20
"202","Anen27 29",0,0,0,1,1,0,0,0,0,1,20
"203","Anen27 30",1,1,0,0,1,0,0,1,0,0,20
"204","Anen27 30",0,0,1,0,1,0,0,0,0,0,20
"205","Anen27 31",1,0,1,0,0,1,0,1,0,0,20
"206","Anen27 31",0,0,0,1,0,1,0,0,0,0,20
"207","Anen27 32",1,1,0,0,0,1,0,1,0,1,20
"208","Anen27 32",0,0,0,1,0,1,0,0,0,0,20
"209","Anen27 33",1,1,0,0,0,1,0,1,0,0,20
"210","Anen27 33",0,0,1,0,0,1,0,0,0,0,20
"211","Anen27 34",1,0,1,0,0,0,1,1,0,1,20
"212","Anen27 34",0,0,0,1,0,0,1,0,0,0,20
"213","Anen27 35",1,1,0,0,0,0,1,1,0,0,20
"214","Anen27 35",0,0,0,1,0,0,1,0,0,1,20
"215","Anen27 36",1,1,0,0,0,0,1,1,0,1,20
"216","Anen27 36",0,0,1,0,0,0,1,0,0,1,20
"217","anrd16 1",1,0,1,0,0,1,0,0,1,1,8
"218","anrd16 1",0,0,0,1,0,0,1,0,1,0,8
"219","anrd16 2",1,0,1,0,1,0,0,0,1,0,8
"220","anrd16 2",0,0,0,1,0,0,1,0,1,1,8
"221","anrd16 3",1,1,0,0,0,1,0,0,1,0,8
"222","anrd16 3",0,0,0,1,0,0,1,0,1,0,8
"223","anrd16 4",1,1,0,0,1,0,0,0,1,0,8
"224","anrd16 4",0,0,0,1,0,0,1,0,1,0,8
"225","anrd16 5",1,0,1,0,1,0,0,0,1,0,8
"226","anrd16 5",0,0,0,1,0,1,0,0,1,1,8
"227","anrd16 6",1,1,0,0,1,0,0,0,1,0,8
"228","anrd16 6",0,0,0,1,0,1,0,0,1,1,8
"229","anrd16 7",1,1,0,0,0,1,0,0,1,0,8
"230","anrd16 7",0,0,1,0,0,0,1,0,1,0,8
"231","anrd16 8",1,1,0,0,1,0,0,0,1,0,8
"232","anrd16 8",0,0,1,0,0,0,1,0,1,1,8
"233","anrd16 9",1,1,0,0,1,0,0,0,1,0,8
"234","anrd16 9",0,0,1,0,0,1,0,0,1,0,8
"235","anrd16 10",1,0,1,0,0,1,0,1,1,0,8
"236","anrd16 10",0,0,0,1,0,0,1,1,1,1,8
"237","anrd16 11",1,0,1,0,1,0,0,1,1,0,8
"238","anrd16 11",0,0,0,1,0,0,1,1,1,0,8
"239","anrd16 12",1,1,0,0,0,1,0,1,1,0,8
"240","anrd16 12",0,0,0,1,0,0,1,1,1,0,8
"241","anrd16 13",1,1,0,0,1,0,0,1,1,0,8
"242","anrd16 13",0,0,0,1,0,0,1,1,1,0,8
"243","anrd16 14",1,0,1,0,1,0,0,1,1,0,8
"244","anrd16 14",0,0,0,1,0,1,0,1,1,1,8
"245","anrd16 15",1,1,0,0,1,0,0,1,1,0,8
"246","anrd16 15",0,0,0,1,0,1,0,1,1,1,8
"247","anrd16 16",1,1,0,0,0,1,0,1,1,0,8
"248","anrd16 16",0,0,1,0,0,0,1,1,1,1,8
"249","anrd16 17",1,1,0,0,1,0,0,1,1,0,8
"250","anrd16 17",0,0,1,0,0,0,1,1,1,1,8
"251","anrd16 18",1,1,0,0,1,0,0,1,1,1,8
"252","anrd16 18",0,0,1,0,0,1,0,1,1,0,8
"253","anrd16 19",1,1,0,0,0,0,1,0,1,0,8
"254","anrd16 19",0,1,0,0,0,1,0,1,1,1,8
"255","anrd16 20",1,1,0,0,0,0,1,0,1,1,8
"256","anrd16 20",0,1,0,0,1,0,0,1,1,0,8
"257","anrd16 21",1,1,0,0,0,1,0,0,1,0,8
"258","anrd16 21",0,1,0,0,1,0,0,1,1,0,8
"259","anrd16 22",1,0,1,0,0,1,0,1,1,0,8
"260","anrd16 22",0,0,1,0,0,0,1,0,1,0,8
"261","anrd16 23",1,0,1,0,1,0,0,1,1,0,8
"262","anrd16 23",0,0,1,0,0,0,1,0,1,1,8
"263","anrd16 24",1,0,1,0,0,1,0,0,1,0,8
"264","anrd16 24",0,0,1,0,1,0,0,1,1,1,8
"265","anrd16 25",1,0,0,1,0,0,1,0,1,0,8
"266","anrd16 25",0,0,0,1,0,1,0,1,1,1,8
"267","anrd16 26",1,0,0,1,0,0,1,0,1,0,8
"268","anrd16 26",0,0,0,1,1,0,0,1,1,0,8
"269","anrd16 27",1,0,0,1,0,1,0,0,1,1,8
"270","anrd16 27",0,0,0,1,1,0,0,1,1,0,8
"271","anrd16 28",1,0,1,0,1,0,0,1,1,0,8
"272","anrd16 28",0,0,0,1,1,0,0,0,1,0,8
"273","anrd16 29",1,1,0,0,1,0,0,1,1,1,8
"274","anrd16 29",0,0,0,1,1,0,0,0,1,0,8
"275","anrd16 30",1,1,0,0,1,0,0,1,1,1,8
"276","anrd16 30",0,0,1,0,1,0,0,0,1,0,8
"277","anrd16 31",1,0,1,0,0,1,0,1,1,0,8
"278","anrd16 31",0,0,0,1,0,1,0,0,1,1,8
"279","anrd16 32",1,1,0,0,0,1,0,1,1,0,8
"280","anrd16 32",0,0,0,1,0,1,0,0,1,1,8
"281","anrd16 33",1,1,0,0,0,1,0,1,1,1,8
"282","anrd16 33",0,0,1,0,0,1,0,0,1,0,8
"283","anrd16 34",1,0,1,0,0,0,1,1,1,0,8
"284","anrd16 34",0,0,0,1,0,0,1,0,1,1,8
"285","anrd16 35",1,1,0,0,0,0,1,1,1,0,8
"286","anrd16 35",0,0,0,1,0,0,1,0,1,1,8
"287","anrd16 36",1,1,0,0,0,0,1,1,1,0,8
"288","anrd16 36",0,0,1,0,0,0,1,0,1,1,8
"289","bart10 1",1,0,1,0,0,1,0,0,0,0,20
"290","bart10 1",0,0,0,1,0,0,1,0,0,0,20
"291","bart10 2",1,0,1,0,1,0,0,0,0,1,20
"292","bart10 2",0,0,0,1,0,0,1,0,0,1,20
"293","bart10 3",1,1,0,0,0,1,0,0,0,1,20
"294","bart10 3",0,0,0,1,0,0,1,0,0,1,20
"295","bart10 4",1,0,0,1,0,0,1,0,0,0,20
"296","bart10 4",0,1,0,0,1,0,0,0,0,1,20
"297","bart10 5",1,0,1,0,1,0,0,0,0,1,20
"298","bart10 5",0,0,0,1,0,1,0,0,0,1,20
"299","bart10 6",1,1,0,0,1,0,0,0,0,0,20
"300","bart10 6",0,0,0,1,0,1,0,0,0,0,20
"301","bart10 7",1,1,0,0,0,1,0,0,0,0,20
"302","bart10 7",0,0,1,0,0,0,1,0,0,0,20
"303","bart10 8",1,1,0,0,1,0,0,0,0,0,20
"304","bart10 8",0,0,1,0,0,0,1,0,0,1,20
"305","bart10 9",1,1,0,0,1,0,0,0,0,1,20
"306","bart10 9",0,0,1,0,0,1,0,0,0,0,20
"307","bart10 10",1,0,1,0,0,1,0,1,0,1,20
"308","bart10 10",0,0,0,1,0,0,1,1,0,1,20
"309","bart10 11",1,0,1,0,1,0,0,1,0,1,20
"310","bart10 11",0,0,0,1,0,0,1,1,0,0,20
"311","bart10 12",1,1,0,0,0,1,0,1,0,1,20
"312","bart10 12",0,0,0,1,0,0,1,1,0,0,20
"313","bart10 13",1,1,0,0,1,0,0,1,0,0,20
"314","bart10 13",0,0,0,1,0,0,1,1,0,1,20
"315","bart10 14",1,0,1,0,1,0,0,1,0,1,20
"316","bart10 14",0,0,0,1,0,1,0,1,0,1,20
"317","bart10 15",1,1,0,0,1,0,0,1,0,1,20
"318","bart10 15",0,0,0,1,0,1,0,1,0,1,20
"319","bart10 16",1,1,0,0,0,1,0,1,0,1,20
"320","bart10 16",0,0,1,0,0,0,1,1,0,1,20
"321","bart10 17",1,0,1,0,0,0,1,1,0,0,20
"322","bart10 17",0,1,0,0,1,0,0,1,0,1,20
"323","bart10 18",1,0,1,0,0,1,0,1,0,1,20
"324","bart10 18",0,1,0,0,1,0,0,1,0,1,20
"325","bart10 19",1,1,0,0,0,1,0,1,0,0,20
"326","bart10 19",0,1,0,0,0,0,1,0,0,0,20
"327","bart10 20",1,1,0,0,0,0,1,0,0,1,20
"328","bart10 20",0,1,0,0,1,0,0,1,0,0,20
"329","bart10 21",1,1,0,0,0,1,0,0,0,1,20
"330","bart10 21",0,1,0,0,1,0,0,1,0,1,20
"331","bart10 22",1,0,1,0,0,1,0,1,0,0,20
"332","bart10 22",0,0,1,0,0,0,1,0,0,0,20
"333","bart10 23",1,0,1,0,0,0,1,0,0,1,20
"334","bart10 23",0,0,1,0,1,0,0,1,0,0,20
"335","bart10 24",1,0,1,0,0,1,0,0,0,0,20
"336","bart10 24",0,0,1,0,1,0,0,1,0,0,20
"337","bart10 25",1,0,0,1,0,0,1,0,0,1,20
"338","bart10 25",0,0,0,1,0,1,0,1,0,1,20
"339","bart10 26",1,0,0,1,0,0,1,0,0,1,20
"340","bart10 26",0,0,0,1,1,0,0,1,0,0,20
"341","bart10 27",1,0,0,1,0,1,0,0,0,1,20
"342","bart10 27",0,0,0,1,1,0,0,1,0,0,20
"343","bart10 28",1,0,1,0,1,0,0,1,0,0,20
"344","bart10 28",0,0,0,1,1,0,0,0,0,0,20
"345","bart10 29",1,1,0,0,1,0,0,1,0,0,20
"346","bart10 29",0,0,0,1,1,0,0,0,0,0,20
"347","bart10 30",1,1,0,0,1,0,0,1,0,0,20
"348","bart10 30",0,0,1,0,1,0,0,0,0,1,20
"349","bart10 31",1,0,1,0,0,1,0,1,0,1,20
"350","bart10 31",0,0,0,1,0,1,0,0,0,1,20
"351","bart10 32",1,1,0,0,0,1,0,1,0,1,20
"352","bart10 32",0,0,0,1,0,1,0,0,0,0,20
"353","bart10 33",1,1,0,0,0,1,0,1,0,0,20
"354","bart10 33",0,0,1,0,0,1,0,0,0,0,20
"355","bart10 34",1,0,0,1,0,0,1,0,0,0,20
"356","bart10 34",0,0,1,0,0,0,1,1,0,0,20
"357","bart10 35",1,1,0,0,0,0,1,1,0,0,20
"358","bart10 35",0,0,0,1,0,0,1,0,0,1,20
"359","bart10 36",1,1,0,0,0,0,1,1,0,0,20
"360","bart10 36",0,0,1,0,0,0,1,0,0,1,20
"361","Bean06 1",1,0,1,0,0,1,0,0,1,1,8
"362","Bean06 1",0,0,0,1,0,0,1,0,1,0,8
"363","Bean06 2",1,0,1,0,1,0,0,0,1,1,8
"364","Bean06 2",0,0,0,1,0,0,1,0,1,0,8
"365","Bean06 3",1,1,0,0,0,1,0,0,1,1,8
"366","Bean06 3",0,0,0,1,0,0,1,0,1,1,8
"367","Bean06 4",1,1,0,0,1,0,0,0,1,1,8
"368","Bean06 4",0,0,0,1,0,0,1,0,1,1,8
"369","Bean06 5",1,0,1,0,1,0,0,0,1,1,8
"370","Bean06 5",0,0,0,1,0,1,0,0,1,0,8
"371","Bean06 6",1,1,0,0,1,0,0,0,1,0,8
"372","Bean06 6",0,0,0,1,0,1,0,0,1,1,8
"373","Bean06 7",1,1,0,0,0,1,0,0,1,1,8
"374","Bean06 7",0,0,1,0,0,0,1,0,1,0,8
"375","Bean06 8",1,1,0,0,1,0,0,0,1,1,8
"376","Bean06 8",0,0,1,0,0,0,1,0,1,1,8
"377","Bean06 9",1,0,1,0,0,1,0,0,1,1,8
"378","Bean06 9",0,1,0,0,1,0,0,0,1,1,8
"379","Bean06 10",1,0,1,0,0,1,0,1,1,1,8
"380","Bean06 10",0,0,0,1,0,0,1,1,1,1,8
"381","Bean06 11",1,0,0,1,0,0,1,1,1,1,8
"382","Bean06 11",0,0,1,0,1,0,0,1,1,0,8
"383","Bean06 12",1,1,0,0,0,1,0,1,1,1,8
"384","Bean06 12",0,0,0,1,0,0,1,1,1,1,8
"385","Bean06 13",1,1,0,0,1,0,0,1,1,1,8
"386","Bean06 13",0,0,0,1,0,0,1,1,1,0,8
"387","Bean06 14",1,0,0,1,0,1,0,1,1,1,8
"388","Bean06 14",0,0,1,0,1,0,0,1,1,0,8
"389","Bean06 15",1,1,0,0,1,0,0,1,1,1,8
"390","Bean06 15",0,0,0,1,0,1,0,1,1,0,8
"391","Bean06 16",1,1,0,0,0,1,0,1,1,0,8
"392","Bean06 16",0,0,1,0,0,0,1,1,1,1,8
"393","Bean06 17",1,0,1,0,0,0,1,1,1,1,8
"394","Bean06 17",0,1,0,0,1,0,0,1,1,0,8
"395","Bean06 18",1,0,1,0,0,1,0,1,1,1,8
"396","Bean06 18",0,1,0,0,1,0,0,1,1,0,8
"397","Bean06 19",1,1,0,0,0,1,0,1,1,1,8
"398","Bean06 19",0,1,0,0,0,0,1,0,1,0,8
"399","Bean06 20",1,1,0,0,1,0,0,1,1,1,8
"400","Bean06 20",0,1,0,0,0,0,1,0,1,1,8
"401","Bean06 21",1,1,0,0,1,0,0,1,1,1,8
"402","Bean06 21",0,1,0,0,0,1,0,0,1,0,8
"403","Bean06 22",1,0,1,0,0,1,0,1,1,1,8
"404","Bean06 22",0,0,1,0,0,0,1,0,1,1,8
"405","Bean06 23",1,0,1,0,1,0,0,1,1,1,8
"406","Bean06 23",0,0,1,0,0,0,1,0,1,0,8
"407","Bean06 24",1,0,1,0,0,1,0,0,1,1,8
"408","Bean06 24",0,0,1,0,1,0,0,1,1,0,8
"409","Bean06 25",1,0,0,1,0,1,0,1,1,1,8
"410","Bean06 25",0,0,0,1,0,0,1,0,1,1,8
"411","Bean06 26",1,0,0,1,1,0,0,1,1,1,8
"412","Bean06 26",0,0,0,1,0,0,1,0,1,0,8
"413","Bean06 27",1,0,0,1,1,0,0,1,1,0,8
"414","Bean06 27",0,0,0,1,0,1,0,0,1,0,8
"415","Bean06 28",1,0,1,0,1,0,0,1,1,1,8
"416","Bean06 28",0,0,0,1,1,0,0,0,1,0,8
"417","Bean06 29",1,1,0,0,1,0,0,1,1,0,8
"418","Bean06 29",0,0,0,1,1,0,0,0,1,0,8
"419","Bean06 30",1,1,0,0,1,0,0,1,1,1,8
"420","Bean06 30",0,0,1,0,1,0,0,0,1,0,8
"421","Bean06 31",1,0,1,0,0,1,0,1,1,0,8
"422","Bean06 31",0,0,0,1,0,1,0,0,1,1,8
"423","Bean06 32",1,1,0,0,0,1,0,1,1,1,8
"424","Bean06 32",0,0,0,1,0,1,0,0,1,1,8
"425","Bean06 33",1,1,0,0,0,1,0,1,1,1,8
"426","Bean06 33",0,0,1,0,0,1,0,0,1,1,8
"427","Bean06 34",1,0,1,0,0,0,1,1,1,0,8
"428","Bean06 34",0,0,0,1,0,0,1,0,1,0,8
"429","Bean06 35",1,1,0,0,0,0,1,1,1,1,8
"430","Bean06 35",0,0,0,1,0,0,1,0,1,1,8
"431","Bean06 36",1,1,0,0,0,0,1,1,1,1,8
"432","Bean06 36",0,0,1,0,0,0,1,0,1,1,8
"433","Berg08 1",1,0,0,1,0,0,1,0,1,1,5
"434","Berg08 1",0,0,1,0,0,1,0,0,1,1,5
"435","Berg08 2",1,0,0,1,0,0,1,0,1,0,5
"436","Berg08 2",0,0,1,0,1,0,0,0,1,1,5
"437","Berg08 3",1,0,0,1,0,0,1,0,1,1,5
"438","Berg08 3",0,1,0,0,0,1,0,0,1,1,5
