"","vpscenID","choice","note1","note2","note3","anzahl1","anzahl2","anzahl3","photoID","geschlecht","sex","internetnutzung"
"88","Agng05 8",0,1,0,0,1,0,0,0,0,0,30
"89","Agng05 9",1,0,1,0,0,1,0,0,0,0,30
"90","Agng05 9",0,1,0,0,1,0,0,0,0,0,30
"91","Agng05 10",1,0,1,0,0,1,0,1,0,0,30
"92","Agng05 10",0,0,0,1,0,0,1,1,0,1,30
"93","Agng05 11",1,0,0,1,0,0,1,1,0,0,30
"94","Agng05 11",0,0,1,0,1,0,0,1,0,0,30
"95","Agng05 12",1,0,0,1,0,0,1,1,0,0,30
"96","Agng05 12",0,1,0,0,0,1,0,1,0,1,30
"97","Agng05 13",1,0,0,1,0,0,1,1,0,0,30
"98","Agng05 13",0,1,0,0,1,0,0,1,0,1,30
"99","Agng05 14",1,0,0,1,0,1,0,1,0,0,30
"100","Agng05 14",0,0,1,0,1,0,0,1,0,1,30
"101","Agng05 15",1,1,0,0,1,0,0,1,0,0,30
"102","Agng05 15",0,0,0,1,0,1,0,1,0,0,30
"103","Agng05 16",1,1,0,0,0,1,0,1,0,0,30
"104","Agng05 16",0,0,1,0,0,0,1,1,0,1,30
"105","Agng05 17",1,0,1,0,0,0,1,1,0,0,30
"106","Agng05 17",0,1,0,0,1,0,0,1,0,1,30
"107","Agng05 18",1,0,1,0,0,1,0,1,0,0,30
"108","Agng05 18",0,1,0,0,1,0,0,1,0,1,30
"109","Agng05 19",1,1,0,0,0,1,0,1,0,0,30
"110","Agng05 19",0,1,0,0,0,0,1,0,0,0,30
"111","Agng05 20",1,1,0,0,1,0,0,1,0,0,30
"112","Agng05 20",0,1,0,0,0,0,1,0,0,1,30
"113","Agng05 21",1,1,0,0,1,0,0,1,0,0,30
"114","Agng05 21",0,1,0,0,0,1,0,0,0,0,30
"115","Agng05 22",1,0,1,0,0,1,0,1,0,0,30
"116","Agng05 22",0,0,1,0,0,0,1,0,0,0,30
"117","Agng05 23",1,0,1,0,1,0,0,1,0,0,30
"118","Agng05 23",0,0,1,0,0,0,1,0,0,0,30
"119","Agng05 24",1,0,1,0,1,0,0,1,0,0,30
"120","Agng05 24",0,0,1,0,0,1,0,0,0,0,30
"121","Agng05 25",1,0,0,1,0,1,0,1,0,0,30
"122","Agng05 25",0,0,0,1,0,0,1,0,0,0,30
"123","Agng05 26",1,0,0,1,0,0,1,0,0,0,30
"124","Agng05 26",0,0,0,1,1,0,0,1,0,0,30
"125","Agng05 27",1,0,0,1,1,0,0,1,0,0,30
"126","Agng05 27",0,0,0,1,0,1,0,0,0,1,30
"127","Agng05 28",1,0,1,0,1,0,0,1,0,0,30
"128","Agng05 28",0,0,0,1,1,0,0,0,0,1,30
"129","Agng05 29",1,1,0,0,1,0,0,1,0,0,30
"130","Agng05 29",0,0,0,1,1,0,0,0,0,0,30
"131","Agng05 30",1,1,0,0,1,0,0,1,0,1,30
"132","Agng05 30",0,0,1,0,1,0,0,0,0,1,30
"133","Agng05 31",1,0,1,0,0,1,0,1,0,0,30
"134","Agng05 31",0,0,0,1,0,1,0,0,0,1,30
"135","Agng05 32",1,1,0,0,0,1,0,1,0,0,30
"136","Agng05 32",0,0,0,1,0,1,0,0,0,1,30
"137","Agng05 33",1,1,0,0,0,1,0,1,0,0,30
"138","Agng05 33",0,0,1,0,0,1,0,0,0,1,30
"139","Agng05 34",1,0,1,0,0,0,1,1,0,1,30
"140","Agng05 34",0,0,0,1,0,0,1,0,0,1,30
"141","Agng05 35",1,1,0,0,0,0,1,1,0,1,30
"142","Agng05 35",0,0,0,1,0,0,1,0,0,1,30
"143","Agng05 36",1,1,0,0,0,0,1,1,0,1,30
"144","Agng05 36",0,0,1,0,0,0,1,0,0,1,30
"145","ando29 1",1,0,1,0,0,1,0,0,1,0,21
"146","ando29 1",0,0,0,1,0,0,1,0,1,0,21
"147","ando29 2",1,0,1,0,1,0,0,0,1,1,21
"148","ando29 2",0,0,0,1,0,0,1,0,1,0,21
"149","ando29 3",1,1,0,0,0,1,0,0,1,0,21
"150","ando29 3",0,0,0,1,0,0,1,0,1,0,21
"151","ando29 4",1,1,0,0,1,0,0,0,1,0,21
"152","ando29 4",0,0,0,1,0,0,1,0,1,0,21
"153","ando29 5",1,0,1,0,1,0,0,0,1,0,21
"154","ando29 5",0,0,0,1,0,1,0,0,1,1,21
"155","ando29 6",1,1,0,0,1,0,0,0,1,0,21
"156","ando29 6",0,0,0,1,0,1,0,0,1,1,21
"157","ando29 7",1,1,0,0,0,1,0,0,1,1,21
"158","ando29 7",0,0,1,0,0,0,1,0,1,0,21
"159","ando29 8",1,1,0,0,1,0,0,0,1,1,21
"160","ando29 8",0,0,1,0,0,0,1,0,1,0,21
"161","ando29 9",1,1,0,0,1,0,0,0,1,0,21
"162","ando29 9",0,0,1,0,0,1,0,0,1,0,21
"163","ando29 10",1,0,1,0,0,1,0,1,1,0,21
"164","ando29 10",0,0,0,1,0,0,1,1,1,0,21
"165","ando29 11",1,0,1,0,1,0,0,1,1,1,21
"166","ando29 11",0,0,0,1,0,0,1,1,1,0,21
"167","ando29 12",1,1,0,0,0,1,0,1,1,1,21
"168","ando29 12",0,0,0,1,0,0,1,1,1,1,21
"169","ando29 13",1,1,0,0,1,0,0,1,1,1,21
"170","ando29 13",0,0,0,1,0,0,1,1,1,0,21
"171","ando29 14",1,0,1,0,1,0,0,1,1,1,21
"172","ando29 14",0,0,0,1,0,1,0,1,1,1,21
"173","ando29 15",1,1,0,0,1,0,0,1,1,1,21
"174","ando29 15",0,0,0,1,0,1,0,1,1,0,21
"175","ando29 16",1,1,0,0,0,1,0,1,1,1,21
"176","ando29 16",0,0,1,0,0,0,1,1,1,1,21
"177","ando29 17",1,1,0,0,1,0,0,1,1,1,21
"178","ando29 17",0,0,1,0,0,0,1,1,1,0,21
"179","ando29 18",1,1,0,0,1,0,0,1,1,0,21
"180","ando29 18",0,0,1,0,0,1,0,1,1,1,21
"181","ando29 19",1,1,0,0,0,0,1,0,1,1,21
"182","ando29 19",0,1,0,0,0,1,0,1,1,1,21
"183","ando29 20",1,1,0,0,0,0,1,0,1,0,21
"184","ando29 20",0,1,0,0,1,0,0,1,1,0,21
"185","ando29 21",1,1,0,0,0,1,0,0,1,0,21
"186","ando29 21",0,1,0,0,1,0,0,1,1,1,21
"187","ando29 22",1,0,1,0,0,0,1,0,1,1,21
"188","ando29 22",0,0,1,0,0,1,0,1,1,1,21
"189","ando29 23",1,0,1,0,0,0,1,0,1,1,21
"190","ando29 23",0,0,1,0,1,0,0,1,1,1,21
"191","ando29 24",1,0,1,0,0,1,0,0,1,1,21
"192","ando29 24",0,0,1,0,1,0,0,1,1,0,21
"193","ando29 25",1,0,0,1,0,1,0,1,1,1,21
"194","ando29 25",0,0,0,1,0,0,1,0,1,1,21
"195","ando29 26",1,0,0,1,0,0,1,0,1,1,21
"196","ando29 26",0,0,0,1,1,0,0,1,1,1,21
"197","ando29 27",1,0,0,1,0,1,0,0,1,0,21
"198","ando29 27",0,0,0,1,1,0,0,1,1,0,21
"199","ando29 28",1,0,1,0,1,0,0,1,1,1,21
"200","ando29 28",0,0,0,1,1,0,0,0,1,0,21
"201","ando29 29",1,1,0,0,1,0,0,1,1,1,21
"202","ando29 29",0,0,0,1,1,0,0,0,1,1,21
"203","ando29 30",1,1,0,0,1,0,0,1,1,1,21
"204","ando29 30",0,0,1,0,1,0,0,0,1,1,21
"205","ando29 31",1,0,1,0,0,1,0,1,1,0,21
"206","ando29 31",0,0,0,1,0,1,0,0,1,1,21
"207","ando29 32",1,1,0,0,0,1,0,1,1,1,21
"208","ando29 32",0,0,0,1,0,1,0,0,1,1,21
"209","ando29 33",1,1,0,0,0,1,0,1,1,0,21
"210","ando29 33",0,0,1,0,0,1,0,0,1,0,21
"211","ando29 34",1,0,1,0,0,0,1,1,1,1,21
"212","ando29 34",0,0,0,1,0,0,1,0,1,0,21
"213","ando29 35",1,1,0,0,0,0,1,1,1,1,21
"214","ando29 35",0,0,0,1,0,0,1,0,1,0,21
"215","ando29 36",1,1,0,0,0,0,1,1,1,1,21
"216","ando29 36",0,0,1,0,0,0,1,0,1,0,21
"217","Anen27 1",1,0,1,0,0,1,0,0,0,0,20
"218","Anen27 1",0,0,0,1,0,0,1,0,0,0,20
"219","Anen27 2",1,0,0,1,0,0,1,0,0,1,20
"220","Anen27 2",0,0,1,0,1,0,0,0,0,1,20
"221","Anen27 3",1,1,0,0,0,1,0,0,0,0,20
"222","Anen27 3",0,0,0,1,0,0,1,0,0,0,20
"223","Anen27 4",1,1,0,0,1,0,0,0,0,0,20
"224","Anen27 4",0,0,0,1,0,0,1,0,0,0,20
"225","Anen27 5",1,0,1,0,1,0,0,0,0,1,20
"226","Anen27 5",0,0,0,1,0,1,0,0,0,1,20
"227","Anen27 6",1,1,0,0,1,0,0,0,0,0,20
"228","Anen27 6",0,0,0,1,0,1,0,0,0,0,20
"229","Anen27 7",1,1,0,0,0,1,0,0,0,0,20
"230","Anen27 7",0,0,1,0,0,0,1,0,0,1,20
"231","Anen27 8",1,0,1,0,0,0,1,0,0,1,20
"232","Anen27 8",0,1,0,0,1,0,0,0,0,0,20
"233","Anen27 9",1,0,1,0,0,1,0,0,0,0,20
"234","Anen27 9",0,1,0,0,1,0,0,0,0,1,20
"235","Anen27 10",1,0,0,1,0,0,1,1,0,0,20
"236","Anen27 10",0,0,1,0,0,1,0,1,0,0,20
"237","Anen27 11",1,0,0,1,0,0,1,1,0,0,20
"238","Anen27 11",0,0,1,0,1,0,0,1,0,1,20
"239","Anen27 12",1,1,0,0,0,1,0,1,0,0,20
"240","Anen27 12",0,0,0,1,0,0,1,1,0,1,20
"241","Anen27 13",1,0,0,1,0,0,1,1,0,0,20
"242","Anen27 13",0,1,0,0,1,0,0,1,0,1,20
"243","Anen27 14",1,0,0,1,0,1,0,1,0,0,20
"244","Anen27 14",0,0,1,0,1,0,0,1,0,1,20
"245","Anen27 15",1,1,0,0,1,0,0,1,0,0,20
"246","Anen27 15",0,0,0,1,0,1,0,1,0,0,20
"247","Anen27 16",1,0,1,0,0,0,1,1,0,1,20
"248","Anen27 16",0,1,0,0,0,1,0,1,0,0,20
"249","Anen27 17",1,0,1,0,0,0,1,1,0,0,20
"250","Anen27 17",0,1,0,0,1,0,0,1,0,1,20
"251","Anen27 18",1,1,0,0,1,0,0,1,0,0,20
"252","Anen27 18",0,0,1,0,0,1,0,1,0,0,20
"253","Anen27 19",1,1,0,0,0,1,0,1,0,1,20
"254","Anen27 19",0,1,0,0,0,0,1,0,0,1,20
"255","Anen27 20",1,1,0,0,0,0,1,0,0,0,20
"256","Anen27 20",0,1,0,0,1,0,0,1,0,0,20
"257","Anen27 21",1,1,0,0,0,1,0,0,0,0,20
"258","Anen27 21",0,1,0,0,1,0,0,1,0,0,20
"259","Anen27 22",1,0,1,0,0,0,1,0,0,0,20
"260","Anen27 22",0,0,1,0,0,1,0,1,0,1,20
"261","Anen27 23",1,0,1,0,1,0,0,1,0,0,20
"262","Anen27 23",0,0,1,0,0,0,1,0,0,1,20
"263","Anen27 24",1,0,1,0,0,1,0,0,0,1,20
"264","Anen27 24",0,0,1,0,1,0,0,1,0,0,20
"265","Anen27 25",1,0,0,1,0,1,0,1,0,1,20
"266","Anen27 25",0,0,0,1,0,0,1,0,0,0,20
"267","Anen27 26",1,0,0,1,0,0,1,0,0,0,20
"268","Anen27 26",0,0,0,1,1,0,0,1,0,0,20
"269","Anen27 27",1,0,0,1,0,1,0,0,0,0,20
"270","Anen27 27",0,0,0,1,1,0,0,1,0,0,20
"271","Anen27 28",1,0,1,0,1,0,0,1,0,1,20
"272","Anen27 28",0,0,0,1,1,0,0,0,0,1,20
"273","Anen27 29",1,1,0,0,1,0,0,1,0,0,20
"274","Anen27 29",0,0,0,1,1,0,0,0,0,1,20
"275","Anen27 30",1,1,0,0,1,0,0,1,0,0,20
"276","Anen27 30",0,0,1,0,1,0,0,0,0,0,20
"277","Anen27 31",1,0,1,0,0,1,0,1,0,0,20
"278","Anen27 31",0,0,0,1,0,1,0,0,0,0,20
"279","Anen27 32",1,1,0,0,0,1,0,1,0,1,20
"280","Anen27 32",0,0,0,1,0,1,0,0,0,0,20
"281","Anen27 33",1,1,0,0,0,1,0,1,0,0,20
"282","Anen27 33",0,0,1,0,0,1,0,0,0,0,20
"283","Anen27 34",1,0,1,0,0,0,1,1,0,1,20
"284","Anen27 34",0,0,0,1,0,0,1,0,0,0,20
"285","Anen27 35",1,1,0,0,0,0,1,1,0,0,20
"286","Anen27 35",0,0,0,1,0,0,1,0,0,1,20
"287","Anen27 36",1,1,0,0,0,0,1,1,0,1,20
"288","Anen27 36",0,0,1,0,0,0,1,0,0,1,20
"289","anrd16 1",1,0,1,0,0,1,0,0,1,1,8
"290","anrd16 1",0,0,0,1,0,0,1,0,1,0,8
"291","anrd16 2",1,0,1,0,1,0,0,0,1,0,8
"292","anrd16 2",0,0,0,1,0,0,1,0,1,1,8
"293","anrd16 3",1,1,0,0,0,1,0,0,1,0,8
"294","anrd16 3",0,0,0,1,0,0,1,0,1,0,8
"295","anrd16 4",1,1,0,0,1,0,0,0,1,0,8
"296","anrd16 4",0,0,0,1,0,0,1,0,1,0,8
"297","anrd16 5",1,0,1,0,1,0,0,0,1,0,8
"298","anrd16 5",0,0,0,1,0,1,0,0,1,1,8
"299","anrd16 6",1,1,0,0,1,0,0,0,1,0,8
"300","anrd16 6",0,0,0,1,0,1,0,0,1,1,8
"301","anrd16 7",1,1,0,0,0,1,0,0,1,0,8
"302","anrd16 7",0,0,1,0,0,0,1,0,1,0,8
"303","anrd16 8",1,1,0,0,1,0,0,0,1,0,8
"304","anrd16 8",0,0,1,0,0,0,1,0,1,1,8
"305","anrd16 9",1,1,0,0,1,0,0,0,1,0,8
"306","anrd16 9",0,0,1,0,0,1,0,0,1,0,8
"307","anrd16 10",1,0,1,0,0,1,0,1,1,0,8
"308","anrd16 10",0,0,0,1,0,0,1,1,1,1,8
"309","anrd16 11",1,0,1,0,1,0,0,1,1,0,8
"310","anrd16 11",0,0,0,1,0,0,1,1,1,0,8
"311","anrd16 12",1,1,0,0,0,1,0,1,1,0,8
"312","anrd16 12",0,0,0,1,0,0,1,1,1,0,8
"313","anrd16 13",1,1,0,0,1,0,0,1,1,0,8
"314","anrd16 13",0,0,0,1,0,0,1,1,1,0,8
"315","anrd16 14",1,0,1,0,1,0,0,1,1,0,8
"316","anrd16 14",0,0,0,1,0,1,0,1,1,1,8
"317","anrd16 15",1,1,0,0,1,0,0,1,1,0,8
"318","anrd16 15",0,0,0,1,0,1,0,1,1,1,8
"319","anrd16 16",1,1,0,0,0,1,0,1,1,0,8
"320","anrd16 16",0,0,1,0,0,0,1,1,1,1,8
"321","anrd16 17",1,1,0,0,1,0,0,1,1,0,8
"322","anrd16 17",0,0,1,0,0,0,1,1,1,1,8
"323","anrd16 18",1,1,0,0,1,0,0,1,1,1,8
"324","anrd16 18",0,0,1,0,0,1,0,1,1,0,8
"325","anrd16 19",1,1,0,0,0,0,1,0,1,0,8
"326","anrd16 19",0,1,0,0,0,1,0,1,1,1,8
"327","anrd16 20",1,1,0,0,0,0,1,0,1,1,8
"328","anrd16 20",0,1,0,0,1,0,0,1,1,0,8
"329","anrd16 21",1,1,0,0,0,1,0,0,1,0,8
"330","anrd16 21",0,1,0,0,1,0,0,1,1,0,8
"331","anrd16 22",1,0,1,0,0,1,0,1,1,0,8
"332","anrd16 22",0,0,1,0,0,0,1,0,1,0,8
"333","anrd16 23",1,0,1,0,1,0,0,1,1,0,8
"334","anrd16 23",0,0,1,0,0,0,1,0,1,1,8
"335","anrd16 24",1,0,1,0,0,1,0,0,1,0,8
"336","anrd16 24",0,0,1,0,1,0,0,1,1,1,8
"337","anrd16 25",1,0,0,1,0,0,1,0,1,0,8
"338","anrd16 25",0,0,0,1,0,1,0,1,1,1,8
"339","anrd16 26",1,0,0,1,0,0,1,0,1,0,8
"340","anrd16 26",0,0,0,1,1,0,0,1,1,0,8
"341","anrd16 27",1,0,0,1,0,1,0,0,1,1,8
"342","anrd16 27",0,0,0,1,1,0,0,1,1,0,8
"343","anrd16 28",1,0,1,0,1,0,0,1,1,0,8
"344","anrd16 28",0,0,0,1,1,0,0,0,1,0,8
"345","anrd16 29",1,1,0,0,1,0,0,1,1,1,8
"346","anrd16 29",0,0,0,1,1,0,0,0,1,0,8
"347","anrd16 30",1,1,0,0,1,0,0,1,1,1,8
"348","anrd16 30",0,0,1,0,1,0,0,0,1,0,8
"349","anrd16 31",1,0,1,0,0,1,0,1,1,0,8
"350","anrd16 31",0,0,0,1,0,1,0,0,1,1,8
"351","anrd16 32",1,1,0,0,0,1,0,1,1,0,8
"352","anrd16 32",0,0,0,1,0,1,0,0,1,1,8
"353","anrd16 33",1,1,0,0,0,1,0,1,1,1,8
"354","anrd16 33",0,0,1,0,0,1,0,0,1,0,8
"355","anrd16 34",1,0,1,0,0,0,1,1,1,0,8
"356","anrd16 34",0,0,0,1,0,0,1,0,1,1,8
"357","anrd16 35",1,1,0,0,0,0,1,1,1,0,8
"358","anrd16 35",0,0,0,1,0,0,1,0,1,1,8
"359","anrd16 36",1,1,0,0,0,0,1,1,1,0,8
"360","anrd16 36",0,0,1,0,0,0,1,0,1,1,8
"361","Asns06 1",1,0,1,0,0,1,0,0,1,0,14
"362","Asns06 1",0,0,0,1,0,0,1,0,1,1,14
"363","Asns06 2",1,0,1,0,1,0,0,0,1,0,14
"364","Asns06 2",0,0,0,1,0,0,1,0,1,1,14
"365","Asns06 3",1,1,0,0,0,1,0,0,1,1,14
"366","Asns06 3",0,0,0,1,0,0,1,0,1,1,14
"367","Asns06 4",1,0,0,1,0,0,1,0,1,0,14
"368","Asns06 4",0,1,0,0,1,0,0,0,1,1,14
"369","Asns06 5",1,0,1,0,1,0,0,0,1,0,14
"370","Asns06 5",0,0,0,1,0,1,0,0,1,1,14
"371","Asns06 6",1,0,0,1,0,1,0,0,1,1,14
"372","Asns06 6",0,1,0,0,1,0,0,0,1,0,14
"373","Asns06 7",1,1,0,0,0,1,0,0,1,0,14
"374","Asns06 7",0,0,1,0,0,0,1,0,1,1,14
"375","Asns06 8",1,0,1,0,0,0,1,0,1,1,14
"376","Asns06 8",0,1,0,0,1,0,0,0,1,0,14
"377","Asns06 9",1,0,1,0,0,1,0,0,1,0,14
"378","Asns06 9",0,1,0,0,1,0,0,0,1,1,14
"379","Asns06 10",1,0,1,0,0,1,0,1,1,0,14
"380","Asns06 10",0,0,0,1,0,0,1,1,1,1,14
"381","Asns06 11",1,0,0,1,0,0,1,1,1,1,14
"382","Asns06 11",0,0,1,0,1,0,0,1,1,0,14
"383","Asns06 12",1,1,0,0,0,1,0,1,1,1,14
"384","Asns06 12",0,0,0,1,0,0,1,1,1,1,14
"385","Asns06 13",1,1,0,0,1,0,0,1,1,0,14
"386","Asns06 13",0,0,0,1,0,0,1,1,1,0,14
"387","Asns06 14",1,0,1,0,1,0,0,1,1,1,14
"388","Asns06 14",0,0,0,1,0,1,0,1,1,1,14
"389","Asns06 15",1,1,0,0,1,0,0,1,1,1,14
"390","Asns06 15",0,0,0,1,0,1,0,1,1,0,14
"391","Asns06 16",1,1,0,0,0,1,0,1,1,0,14
"392","Asns06 16",0,0,1,0,0,0,1,1,1,1,14
"393","Asns06 17",1,1,0,0,1,0,0,1,1,0,14
"394","Asns06 17",0,0,1,0,0,0,1,1,1,1,14
"395","Asns06 18",1,1,0,0,1,0,0,1,1,0,14
"396","Asns06 18",0,0,1,0,0,1,0,1,1,1,14
"397","Asns06 19",1,1,0,0,0,1,0,1,1,0,14
"398","Asns06 19",0,1,0,0,0,0,1,0,1,1,14
"399","Asns06 20",1,1,0,0,0,0,1,0,1,1,14
"400","Asns06 20",0,1,0,0,1,0,0,1,1,0,14
"401","Asns06 21",1,1,0,0,0,1,0,0,1,1,14
"402","Asns06 21",0,1,0,0,1,0,0,1,1,1,14
"403","Asns06 22",1,0,1,0,0,0,1,0,1,1,14
"404","Asns06 22",0,0,1,0,0,1,0,1,1,1,14
"405","Asns06 23",1,0,1,0,0,0,1,0,1,1,14
"406","Asns06 23",0,0,1,0,1,0,0,1,1,1,14
"407","Asns06 24",1,0,1,0,1,0,0,1,1,1,14
"408","Asns06 24",0,0,1,0,0,1,0,0,1,0,14
"409","Asns06 25",1,0,0,1,0,0,1,0,1,1,14
"410","Asns06 25",0,0,0,1,0,1,0,1,1,0,14
"411","Asns06 26",1,0,0,1,1,0,0,1,1,1,14
"412","Asns06 26",0,0,0,1,0,0,1,0,1,1,14
"413","Asns06 27",1,0,0,1,0,1,0,0,1,1,14
"414","Asns06 27",0,0,0,1,1,0,0,1,1,0,14
"415","Asns06 28",1,0,1,0,1,0,0,1,1,0,14
"416","Asns06 28",0,0,0,1,1,0,0,0,1,1,14
"417","Asns06 29",1,1,0,0,1,0,0,1,1,0,14
"418","Asns06 29",0,0,0,1,1,0,0,0,1,1,14
"419","Asns06 30",1,0,1,0,1,0,0,0,1,0,14
"420","Asns06 30",0,1,0,0,1,0,0,1,1,1,14
"421","Asns06 31",1,0,1,0,0,1,0,1,1,1,14
"422","Asns06 31",0,0,0,1,0,1,0,0,1,0,14
"423","Asns06 32",1,1,0,0,0,1,0,1,1,0,14
"424","Asns06 32",0,0,0,1,0,1,0,0,1,0,14
"425","Asns06 33",1,1,0,0,0,1,0,1,1,0,14
"426","Asns06 33",0,0,1,0,0,1,0,0,1,0,14
"427","Asns06 34",1,0,1,0,0,0,1,1,1,1,14
"428","Asns06 34",0,0,0,1,0,0,1,0,1,0,14
"429","Asns06 35",1,1,0,0,0,0,1,1,1,1,14
"430","Asns06 35",0,0,0,1,0,0,1,0,1,1,14
"431","Asns06 36",1,1,0,0,0,0,1,1,1,1,14
"432","Asns06 36",0,0,1,0,0,0,1,0,1,0,14
"433","bart10 1",1,0,1,0,0,1,0,0,0,0,20
"434","bart10 1",0,0,0,1,0,0,1,0,0,0,20
"435","bart10 2",1,0,1,0,1,0,0,0,0,1,20
"436","bart10 2",0,0,0,1,0,0,1,0,0,1,20
